FHRSID,BusinessName,BusinessType,FullAddress,PostCode,Hygiene,Structural,ConfidenceInManagement
268407,Ashmolean Rooftop Restaurant And Cafe,Restaurant/Cafe/Canteen,"34-36 Beaumont Street, Oxford, Oxfordshire",OX1 2PG,0,0,0
268961,Asian Mama The Chinese Restaurant,Restaurant/Cafe/Canteen,"148A London Road, Headington, Oxford",OX3 9ED,0,0,5
268615,Ask,Restaurant/Cafe/Canteen,"5 George Street, Oxford, Oxfordshire",OX1 2AT,5,0,0
701759,Atif Superstore,Retailers - other,"256 Cowley Road, Oxford, Oxfordshire",OX4 1UH,5,5,5
932831,Atik,Pub/bar/nightclub,"Cantay House, 36 - 39 Park End Street, Oxford",OX1 1JD,5,5,10
1616679,Atlantic Fish Bar,Takeaway/sandwich shop,"270 Abingdon Road, Oxford, Oxfordshire",OX1 4TA,0,0,0
269410,B & M Bargains,Retailers - other,"10 The Square, Oxford, Oxfordshire",OX4 3UZ,0,0,0
1700504,Babylon House Of Shawarma,Restaurant/Cafe/Canteen,"113 London Road, Headington, Oxford",OX3 9HZ,0,0,0
268460,Balliol College JCR Pantry,Restaurant/Cafe/Canteen,"Balliol College, Broad Street, Oxford",OX1 3BJ,0,0,0
1011219,Baltic Food,Retailers - other,"88 - 90 Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,0,5
841948,Banana Tree Oxford,Restaurant/Cafe/Canteen,"63 George Street, Oxford, Oxfordshire",OX1 2BQ,0,0,0
862635,Bannisters,Restaurant/Cafe/Canteen,"245 Iffley Road, Oxford, Oxfordshire",OX4 1SJ,5,0,10
1389990,Barefoot Bakery,Retailers - other,"9B North Parade Avenue, Oxford, Oxfordshire",OX2 6LX,5,10,5
1336960,Barefoot North Parade,Restaurant/Cafe/Canteen,"9 North Parade Avenue, Oxford, Oxfordshire",OX2 6LX,0,0,0
269422,Barton Chippy,Takeaway/sandwich shop,"2 Underhill Circus, Oxford, Oxfordshire",OX3 9LU,5,5,10
1775585,Barton Community Larder,Retailers - other,"Barton Neighbourhood Centre, Underhill Circus, Oxford",OX3 9LS,0,0,5
1700502,Barton Leisure Centre,Retailers - other,"Barton Pool, Waynflete Road, Oxford",OX3 8GA,N/A,N/A,N/A
268401,Bath Place Hotel,Hotel/bed & breakfast/guest house,"4 - 5 Bath Place, Oxford, Oxfordshire",OX1 3SU,0,0,0
1642995,BaxterStorey - Blavatnik School Of Government,Mobile caterer,"Blavatnik School Of Government, Radcliffe Observatory Quarter, Woodstock Road",OX2 6GG,0,0,0
268342,Bear Inn,Pub/bar/nightclub,"6 Alfred Street, Oxford, Oxfordshire",OX1 4EH,0,0,0
268618,Bella Italia,Restaurant/Cafe/Canteen,"14 - 16 George Street, Oxford, Oxfordshire",OX1 2AF,0,5,0
1519435,Belota,Restaurant/Cafe/Canteen,"Sir William Dunn School Of Pathology, South Parks Road, Oxford",OX1 3RE,0,0,0
268704,Belota Cafe,Restaurant/Cafe/Canteen,"John Radcliffe Hospital, Headley Way, Oxford",OX3 9DU,0,0,0
1672519,Benito's,Restaurant/Cafe/Canteen,"Ji The Chicken Shop, 128 The Westgate, Queen Street",OX1 1PB,0,5,0
1015465,Benugo Cafe At John Lewis,Restaurant/Cafe/Canteen,"John Lewis, 101 The Westgate, Queen Street",OX1 1PB,0,5,0
268477,Best One,Retailers - other,"2 Cinnaminta Road, Oxford, Oxfordshire",OX3 7JB,5,0,5
268350,Best One,Retailers - other,"75 Balfour Road, Oxford, Oxfordshire",OX4 6AG,0,10,10
269477,Best One T/A Wiggleys Corner Shop,Retailers - other,"95 - 97 Wilkins Road, Oxford, Oxfordshire",OX4 2JB,0,0,5
1426965,Bhoomi Kitchen,Restaurant/Cafe/Canteen,"70 London Road, Headington, Oxford",OX3 7PD,5,5,5
1683628,Bia Bar \& Kitchen,Restaurant/Cafe/Canteen,"38 South Parade, Oxford, Oxfordshire",OX2 7JN,0,0,0
528917,Big Society,Restaurant/Cafe/Canteen,"95 Cowley Road, Oxford, Oxfordshire",OX4 1HR,0,0,0
1672520,Bigfoot,Pub/bar/nightclub,"98 Cowley Road, Oxford, Oxfordshire",OX4 1JE,0,0,0
1368073,Bird & Blend Tea Co,Retailers - other,"23 High Street, Oxford, Oxfordshire",OX1 4AH,5,0,0
1708495,Black Sheep Coffee,Restaurant/Cafe/Canteen,"141 High Street, Oxford, Oxfordshire",OX1 4DS,0,0,0
1072121,Blackbird Leys Bowls Club,Pub/bar/nightclub,"The Pavilion, Cuddesdon Way, Oxford",OX4 6EU,0,5,5
1098299,Blackbird Leys Community Fridge,Retailers - other,"Blackbird Leys Community Centre, Blackbird Leys Road, Oxford",OX4 6HW,0,5,0
949739,Bodleian Libraries Shops,Retailers - other,"New Bodleian Library, Broad Street, Oxford",OX1 3BG,0,5,5
1659914,Bodrum Restaurant,Restaurant/Cafe/Canteen,"242 Cowley Road, Oxford, Oxfordshire",OX4 1UH,10,15,10
269077,Bonn Square News,Retailers - other,"1 New Inn Hall Street, Oxford, Oxfordshire",OX1 2DH,0,0,0
269514,Bonner's,Retailers - other,"Units 20 And 49, Covered Market, Market Street",OX1 3DU,5,10,5
1011204,Boost Juice Bars,Retailers - other,"Boost, 204 The Westgate, Queen Street",OX1 1PE,5,5,0
1531121,Boots,Retailers - other,"Unit 4, Oxford Retail Park, Ambassador Avenue",OX4 6XJ,N/A,N/A,N/A
268952,Boots UK Ltd,Retailers - other,"96 London Road, Headington, Oxford",OX3 9AJ,0,0,0
949726,Boots UK Ltd,Retailers - other,"Boots The Chemist, 8-10 Cornmarket Street, Oxford",OX1 3HL,0,5,0
1548696,Boots UK Ltd,Retailers - other,"Unit 3, Oxford Retail Park, Ambassador Avenue",OX4 6XJ,0,0,0
1002731,Branca Food,Retailers - other,"109 Walton Street, Oxford, Oxfordshire",OX2 6AJ,0,5,5
269446,Branca Restaurant,Restaurant/Cafe/Canteen,"111 Walton Street, Oxford, Oxfordshire",OX2 6AJ,0,5,0
1341271,Brasileiro,Retailers - other,"176 Cowley Road, Oxford, Oxfordshire",OX4 1UE,10,5,5
269437,Brasserie Blanc,Restaurant/Cafe/Canteen,"71-72 Walton Street, Oxford, Oxfordshire",OX2 6AG,0,0,0
988109,Brew Oxford Ltd,Restaurant/Cafe/Canteen,"75B Banbury Road, Oxford, Oxfordshire",OX2 6PE,0,0,0
1011218,BrewDog Oxford,Pub/bar/nightclub,"119 Cowley Road, Oxford, Oxfordshire",OX4 1HU,0,0,0
269012,Bridge Stores -,Retailers - other,"Bridge Stores, Meadow Lane, Oxford",OX4 4BL,0,0,0
1635453,Brookes Bar,Pub/bar/nightclub,"Oxford Brookes University, Gipsy Lane, Oxford",OX3 0BP,0,0,0
1341268,Brothers Cafe,Restaurant/Cafe/Canteen,"Brothers 63 And 77-79, Covered Market, Market Street",OX1 3DY,0,5,5
269490,Brown's Bar And Brasserie,Restaurant/Cafe/Canteen,"Browns Bar & Brasserie, 5 Woodstock Road, Oxford",OX2 6HA,0,0,0
1426960,Bubbleology,Takeaway/sandwich shop,"126 High Street, Oxford, Oxfordshire",OX1 4DF,5,5,5
1548698,Budgens,Retailers - other,"Retail Unit, Parade Green, James Wolfe Road",OX4 2WP,0,0,0
1635460,Bullingdon Community Association,Restaurant/Cafe/Canteen,"Bullingdon Community Centre, Peat Moors, Oxford",OX3 7HG,0,0,0
269549,Burger King Drive Thru,Takeaway/sandwich shop,"Unit 5, Oxford Retail Park, Ambassador Avenue",OX4 6XJ,0,5,0
269059,Burgerworld,Mobile caterer,"Wickes Car Park, Botley Road, Oxford",OX2 0HA,0,5,0
268386,Burlington House,Hotel/bed & breakfast/guest house,"374 Banbury Road, Oxford, Oxfordshire",OX2 7PP,0,0,5
1468997,Burnout BBQ,Restaurant/Cafe/Canteen,"Unit 6, Suffolk House, 263-265 Banbury Road",OX2 7HN,5,0,5
1047319,Cafe 51,Restaurant/Cafe/Canteen,"Gosling Building, Edmund Halley Road, Oxford",OX4 4DQ,5,5,0
867884,Cafe Baba,Restaurant/Cafe/Canteen,"240 Cowley Road, Oxford, Oxfordshire",OX4 1UH,0,0,0
268958,Cafe Bonjour,Restaurant/Cafe/Canteen,"136 London Road, Headington, Oxford",OX3 9ED,0,0,0
268499,Cafe CoCo,Restaurant/Cafe/Canteen,"23 Cowley Road, Oxford, Oxfordshire",OX4 1HP,5,5,10
1534516,Cafe Connect At Oxfam,Restaurant/Cafe/Canteen,"Oxfam, 2700 John Smith Drive, Oxford",OX4 2JY,5,5,5
268450,Cafe Creme,Restaurant/Cafe/Canteen,"19 Broad Street, Oxford, Oxfordshire",OX1 3AS,0,0,5
269275,Café Spice,Restaurant/Cafe/Canteen,"98 Rose Hill, Oxford, Oxfordshire",OX4 4HX,0,5,0
268454,Cafe W At Waterstones,Restaurant/Cafe/Canteen,"William Baker House, Broad Street, Oxford",OX1 3AF,0,0,0
268716,Caffe Nero,Restaurant/Cafe/Canteen,"14 High Street, Oxford, Oxfordshire",OX1 4DB,5,5,0
268453,Caffe Nero,Restaurant/Cafe/Canteen,"48-51 Broad Street, Oxford, Oxfordshire",OX1 3BT,0,0,0
1772501,Caffe Nero,Restaurant/Cafe/Canteen,"9 High Street, Oxford, Oxfordshire",OX1 4DB,0,0,0
1355195,Caffe Nero,Restaurant/Cafe/Canteen,"91 Gloucester Green, Oxford, Oxfordshire",OX1 2BU,0,5,5
1292324,Cagney's,Restaurant/Cafe/Canteen,"21 Upper Barr, Oxford, Oxfordshire",OX4 3UX,10,10,5
1775582,Canton 3 Restaurant,Restaurant/Cafe/Canteen,"22 New Inn Hall Street, Oxford, Oxfordshire",OX1 2DW,10,5,20
269402,Cape Of Good Hope,Pub/bar/nightclub,"Iffley Road, Oxford, Oxfordshire",OX4 1EA,0,0,0
1004743,Caprinos Pizza,Takeaway/sandwich shop,"387 Cowley Road, Oxford, Oxfordshire",OX4 2BS,0,0,0
1683629,Caprinos Pizza,Takeaway/sandwich shop,"6 The Roundway, Oxford, Oxfordshire",OX3 8DH,0,0,0
737369,Caramba Cafe At The Oxford English Centre,Restaurant/Cafe/Canteen,"Wolsey Hall, 66 Banbury Road, Oxford",OX2 6PR,10,10,10
977892,Castle News,Retailers - other,"11 New Road, Oxford, Oxfordshire",OX1 1LT,0,0,5
1800548,Chama Cuisine,Restaurant/Cafe/Canteen,"Templars Bar And Cafe, Barns Road, Oxford",OX4 3UX,N/A,N/A,N/A
1590774,Charm Cafe,Restaurant/Cafe/Canteen,"Cafe, Parade Green, James Wolfe Road",OX4 2WP,0,0,0
1666233,Chaska House,Restaurant/Cafe/Canteen,"5 Golden Cross, Oxford, Oxfordshire",OX1 3EU,0,5,0
737370,Chatime,Restaurant/Cafe/Canteen,"6 Gloucester Street, Oxford, Oxfordshire",OX1 2BN,0,0,0
268395,Cherwell Boathouse Restaurant,Restaurant/Cafe/Canteen,"Cherwell Boat House, 50 Bardwell Road, Oxford",OX2 6ST,0,0,0
268728,Chiang Mai Kitchen,Restaurant/Cafe/Canteen,"130A High Street, Oxford, Oxfordshire",OX1 4DH,0,0,0
1623888,Chick Pea,Restaurant/Cafe/Canteen,"2 King Edward Street, Oxford, Oxfordshire",OX1 4HS,0,15,10
1212445,Chicken Cottage,Takeaway/sandwich shop,"107 Cowley Road, Oxford, Oxfordshire",OX4 1HU,5,5,5
268908,Chicken Hut,Takeaway/sandwich shop,"55 Between Towns Road, Oxford, Oxfordshire",OX4 3LR,5,5,5
268782,Chillies Indian Takeaway,Takeaway/sandwich shop,"Chilli's Indian Cuisine, Dunnock Way, Oxford",OX4 7EX,0,0,0
1452840,China Kitchen,Takeaway/sandwich shop,"131 Oxford Road, Cowley, Oxford",OX4 2ES,5,0,5
269386,Chutneys Indian Brasserie,Restaurant/Cafe/Canteen,"36 St Michael's Street, Oxford, Oxfordshire",OX1 2EB,5,10,5
841949,Claddagh,Hotel/bed & breakfast/guest house,"112 The Slade, Oxford, Oxfordshire",OX3 7DX,0,0,5
1796655,Clifftop Café At Gallery Bouldering,Restaurant/Cafe/Canteen,"The Gallery, 54 Marston Street, Oxford",OX4 1LF,N/A,N/A,N/A
1724534,Clouds Shisha Lounge,Restaurant/Cafe/Canteen,"264 Cowley Road, Oxford, Oxfordshire",OX4 1UH,5,0,5
542348,Coach And Horses,Hotel/bed & breakfast/guest house,"62 St Clement's Street, Oxford, Oxfordshire",OX4 1AH,0,0,5
717013,Coba,Restaurant/Cafe/Canteen,"9 Golden Cross, Oxford, Oxfordshire",OX1 3EU,5,0,5
848729,Coco Noir,Restaurant/Cafe/Canteen,"77A London Road, Headington, Oxford",OX3 9AA,0,0,5
268756,Coffee Bar,Restaurant/Cafe/Canteen,"New College J C R Bar, Holywell Street, Oxford",OX1 3BN,5,0,0
1292319,Coffeesmith,Restaurant/Cafe/Canteen,"14-15 Golden Cross, Oxford, Oxfordshire",OX1 3EU,5,5,0
955352,Colombia Coffee Roasters,Restaurant/Cafe/Canteen,"106 - 107 Covered Market, Market Street, Oxford",OX1 3DZ,0,0,0
1693342,Comies Caribbean,Restaurant/Cafe/Canteen,"Ladbrokes Racing, 202 Garsington Road, Oxford",OX4 6NQ,5,5,5
1111093,Common Ground Workspace,Restaurant/Cafe/Canteen,"37-38 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HF,0,0,5
867881,Communi-Tea Cafe,Restaurant/Cafe/Canteen,"Holy Family Church, 1 Cuddesdon Way, Oxford",OX4 6JH,0,0,5
988124,Compass At Asda Living Cafe,Restaurant/Cafe/Canteen,"Unit 4, Templars Shopping Park, Between Towns Road",OX4 3JP,0,0,0
269197,Compass Group UK Ltd At Cafe Bar East,Restaurant/Cafe/Canteen,"Clarendon Laboratory, Parks Road, Oxford",OX1 3PU,0,0,0
268844,Compass Group UK Ltd At Cafe Bar West,Restaurant/Cafe/Canteen,"Denys Wilkinson Building, Keble Road, Oxford",OX1 3RH,0,0,0
841950,Compass Group UK Ltd At Department Of Biochemistry,Restaurant/Cafe/Canteen,"Biochemistry, South Parks Road, Oxford",OX1 3QU,0,0,0
621601,Compass Group UK Ltd At Mathematical Institute Cafe,Restaurant/Cafe/Canteen,"Andrew Wiles Building, Radcliffe Observatory Quarter, Woodstock Road",OX2 6GG,5,0,10
269269,Compass Group UK Ltd At The Cafe,Restaurant/Cafe/Canteen,"Henry Wellcome Building For Genomic Medicine, University Of Oxford Old Road Campus, Roosevelt Drive",OX3 7BN,5,0,0
502627,Compass Group UK Ltd At The Cafe,Restaurant/Cafe/Canteen,"The Old Road Campus Research Building, University Of Oxford Old Road Campus, Roosevelt Drive",OX3 7DQ,0,5,0
1019663,Compass Group UK Ltd At The Cafe,Restaurant/Cafe/Canteen,"University Offices, Wellington Square, Oxford",OX1 2JD,0,0,0
269110,Compass Group UK Ltd At Tulip Cafe,Restaurant/Cafe/Canteen,"Rosemary Rue Building, University Of Oxford Old Road Campus, Roosevelt Drive",OX3 7LF,0,0,0
1011208,Comptoir Libanais,Restaurant/Cafe/Canteen,"227 The Westgate, Queen Street, Oxford",OX1 1PE,0,0,0
268892,Cook,Retailers - other,"237 Banbury Road, Oxford, Oxfordshire",OX2 7HN,5,0,5
1499302,Cosmo Oxford,Restaurant/Cafe/Canteen,"8 Magdalen Street, Oxford, Oxfordshire",OX1 3AD,0,0,0
1065509,Costa,Restaurant/Cafe/Canteen,"Costa Coffee Drive Thru, Horspath Driftway, Oxford",OX3 7JG,0,0,0
269545,Costa,Restaurant/Cafe/Canteen,"Unit 7, Oxford Retail Park, Ambassador Avenue",OX4 6XJ,0,0,0
1015461,Costa At Next,Restaurant/Cafe/Canteen,"Next, 205 The Westgate, Queen Street",OX1 1PE,0,5,0
1355187,Costa Coffee,Restaurant/Cafe/Canteen,"116 London Road, Headington, Oxford",OX3 9AX,0,0,5
268783,Costa Coffee,Restaurant/Cafe/Canteen,"205 Banbury Road, Oxford, Oxfordshire",OX2 7HQ,0,5,0
269252,Costa Coffee,Restaurant/Cafe/Canteen,"30 Queen Street, Oxford, Oxfordshire",OX1 1ER,0,5,0
997135,Costa Coffee,Restaurant/Cafe/Canteen,"Unit 1E, Templars Shopping Park, Between Towns Road",OX4 3JP,0,0,0
1710089,Costcutter And Post Office,Retailers - other,"7 - 9 Old Marston Road, Oxford, Oxfordshire",OX3 0JR,0,5,5
1672528,Cosy Club Oxford,Restaurant/Cafe/Canteen,"Cosy Club, Site Of Former Northgate House, 13 - 20 Cornmarket Street",OX1 3EY,5,0,0
548824,Cote Brasserie,Restaurant/Cafe/Canteen,"41 - 47 George Street, Oxford, Oxfordshire",OX1 2BE,0,0,0
268384,Cotswold House,Hotel/bed & breakfast/guest house,"363 Banbury Road, Oxford, Oxfordshire",OX2 7PL,0,0,5
268355,Cotswold Lodge Hotel,Restaurant/Cafe/Canteen,"66A Banbury Road, Oxford, Oxfordshire",OX2 6JP,0,0,5
269497,Court Candy Shop,Retailers - other,"65 Woodstock Road, Oxford, Oxfordshire",OX2 6HJ,0,0,0
1720670,Courtside @ Bury Knowles Park,Restaurant/Cafe/Canteen,"178 London Road, Headington, Oxford",OX3 9ED,0,0,0
1743484,Courtside Kiosk@ Cutteslowe,Takeaway/sandwich shop,"Food Kiosk, Harbord Road, Oxford",OX2 8ES,0,0,0
1205744,Courtyard By Marriott Oxford City Centre,Hotel/bed & breakfast/guest house,"15 Paradise Street, Oxford, Oxfordshire",OX1 1LD,0,0,0
502628,Cow And Creek,Pub/bar/nightclub,"The Cow And Creek, 12 New Road, Oxford",OX1 1LT,0,0,0
1804368,COWLEY CONVENIENCE STORE,Retailers - other,"193 - 195 Barns Road, Oxford, Oxfordshire",OX4 3UT,N/A,N/A,N/A
848732,Cowley Retreat,Pub/bar/nightclub,"172 Cowley Road, Oxford, Oxfordshire",OX4 1UE,5,0,5
1629491,Cowley Road Methodist Church,Restaurant/Cafe/Canteen,"The Annexe, Cowley Road Methodist Church, Jeune Street",OX4 1BN,0,0,0
929925,Craft Burger,Restaurant/Cafe/Canteen,"1 The Parade, Windmill Road, Oxford",OX3 7BL,0,0,5
1426984,Crepeaffaire Oxford,Restaurant/Cafe/Canteen,"Retail Unit 3, 276 - 292 Banbury Road, Oxford",OX2 7DY,5,5,0
269395,Cricketers Arms,Pub/bar/nightclub,"Temple Road, Oxford, Oxfordshire",OX4 2EZ,0,0,0
1548701,Crosstown,Restaurant/Cafe/Canteen,"3 - 6 St Michael's Mansions, Ship Street, Oxford",OX1 3DE,5,5,0
1534518,Curry Adda,Restaurant/Cafe/Canteen,"76 London Road, Headington, Oxford",OX3 9AJ,0,0,5
723651,CurryDor,Takeaway/sandwich shop,"25 Botley Road, Oxford, Oxfordshire",OX2 0BN,0,5,0
1019679,Curzon Oxford,Restaurant/Cafe/Canteen,"Cinema Curzon, 316 The Westgate, Queen Street",OX1 1PG,0,0,0
269512,Cutteslowe Community Centre,Restaurant/Cafe/Canteen,"Wren Road, Oxford",OX2 7SX,0,0,5
1349159,Cutteslowe Community Larder,Retailers - other,"Cutteslowe Community Centre, Wren Road, Oxford",OX2 7SX,0,0,0
949733,Cuttlefish,Restaurant/Cafe/Canteen,"36-37 St Clement's Street, Oxford, Oxfordshire",OX4 1AB,0,0,0
1359817,Daisies Flower Shop,Retailers - other,"106 Walton Street, Oxford",OX2 6AJ,N/A,N/A,N/A
754676,Daudhar News,Retailers - other,"96 - 100 Horspath Road, Oxford, Oxfordshire",OX4 2QT,0,0,5
1680802,Dave's Convenience Store,Retailers - other,"2 Courtland Road, Oxford, Oxfordshire",OX4 4JA,0,5,5
269543,David Lloyd Health And Fitness Club,Restaurant/Cafe/Canteen,"David Lloyd Leisure Plot 9000, Alec Issigonis Way, Oxford",OX4 2JY,0,0,0
634002,Deep Hall,Pub/bar/nightclub,"Lincoln College, Turl Street, Oxford",OX1 3DR,5,5,5
268412,Delight Kebab House,Takeaway/sandwich shop,"56 Between Towns Road, Oxford, Oxfordshire",OX4 3LR,5,5,5
268426,Delteys Supermarket,Retailers - other,"102-104 Blackbird Leys Road, Oxford, Oxfordshire",OX4 6HS,5,10,5
1759665,Dirty Bones,Restaurant/Cafe/Canteen,"304 The Westgate, Queen Street, Oxford",OX1 1PG,N/A,N/A,N/A
1743491,Dishoom - The Permit Room,Restaurant/Cafe/Canteen,"Dishoom, North Bailey House, New Inn Hall Street",OX1 2RP,5,5,0
268956,Domino's Pizza,Takeaway/sandwich shop,"126 London Road, Headington, Oxford",OX3 9ED,0,0,0
269148,Domino's Pizza,Takeaway/sandwich shop,"18 Park End Street, Oxford, Oxfordshire",OX1 1HU,0,0,0
268413,Domino's Pizza,Takeaway/sandwich shop,"57 Between Towns Road, Oxford, Oxfordshire",OX4 3LR,0,0,0
269417,Donnington Doorstep Family Centre,Restaurant/Cafe/Canteen,"Townsend Square, Oxford, Oxfordshire",OX4 4BB,5,0,0
1664074,Dosa Darlings,Restaurant/Cafe/Canteen,"56 - 58 Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,5,5
269171,Dosa Park,Takeaway/sandwich shop,"25 Park End Street, Oxford, Oxfordshire",OX1 1HU,5,10,5
1772505,Doski News LTD,Retailers - other,"Globe Newsmarket, 2 Castle Street, Oxford",OX1 1DU,5,5,10
1561476,Doughnut Time,Retailers - other,"229 The Westgate, Queen Street, Oxford",OX1 1PE,5,5,5
1047321,DPAG Cafe,Restaurant/Cafe/Canteen,"The Sherrington Building, Parks Road, Oxford",OX1 3PT,0,0,0
268745,Dragon Bowl,Takeaway/sandwich shop,"11-13 Hollow Way, Oxford, Oxfordshire",OX4 2NA,5,5,5
1426986,Duhok News,Retailers - other,"293 Iffley Road, Oxford, Oxfordshire",OX4 4AQ,10,10,10
434057,Dunelm Pausa Cafe,Restaurant/Cafe/Canteen,"Unit A, Meadowside Retail Park, Lamarsh Road",OX2 0FE,0,0,0
1679223,Dunn School Green Group,Retailers - other,"Sir William Dunn School Of Pathology, South Parks Road, Oxford",OX1 3RE,0,0,0
268837,East Oxford Conservative Club,Pub/bar/nightclub,"62 James Street, Oxford, Oxfordshire",OX4 1EU,0,0,0
268522,Eastern And Continental Stores,Retailers - other,"152 Cowley Road, Oxford, Oxfordshire",OX4 1JJ,5,5,10
1590783,Eastgate Brasserie,Restaurant/Cafe/Canteen,"Eastgate Hotel, 73 High Street, Oxford",OX1 4BE,0,0,0
1800546,Eat The Future Cafe,Restaurant/Cafe/Canteen,"The Natural History Museum, Parks Road, Oxford",OX1 3PW,N/A,N/A,N/A
268751,Edamame,Restaurant/Cafe/Canteen,"15 Holywell Street, Oxford, Oxfordshire",OX1 3SA,0,0,5
1318875,El Rincon,Retailers - other,"38 South Parade, Oxford, Oxfordshire",OX2 7JN,0,0,5
1697041,Elior @ Neilson NIQ,Restaurant/Cafe/Canteen,"Neilson House, 3130 John Smith Drive, Oxford",OX4 2EY,N/A,N/A,N/A
1015457,Elior At Churchill Hospital,Restaurant/Cafe/Canteen,"Churchill Hospital, Old Road, Headington",OX3 7JY,0,5,0
1015458,Elior At Nuffield Orthopaedic Centre,Restaurant/Cafe/Canteen,"Nuffield Orthopaedic Centre, Windmill Road, Oxford",OX3 7HE,5,0,0
1569042,Elior UK - BMW Mini Oxford,Restaurant/Cafe/Canteen,"BMW UK Manufacturing Ltd, Garsington Road, Oxford",OX4 6NL,0,0,0
